intelligence_id,agency_id,probe_id,observation_status,observation_deadline,auto_acknowledgement,auto_ack_timestamp,crm_detected,crm_name,crm_evidence,first_human_touch,first_human_touch_at,human_lag_hours,callback_attempts,successful_conversations,voicemail_count,inbound_sms_count,email_touch_count,follow_up_count,follow_up_channels,last_touch_at,days_chased,booking_attempt,contact_quality,proactive_reactive,persistence_profile,channels_used,grade,grade_reason,tier,tier_reason,sales_angle,segment,ai_evidence_summary,ai_confidence,manual_override,override_reason,observation_closed_at,created_at,updated_at,contact_attempt_count
itl_msykdvo1_julkxn,ag_hist_blueprintproperties,prb_hist_0019,closed,2026-08-15T21:26:34.000Z,FALSE,,unknown,,,yes,2026-08-12T15:08:05Z,17.69194444,0,0,0,0,1,0,,2026-08-12T15:08:05Z,0.74,TRUE,Booking attempt,proactive,none,email,F,Slow human contact (>16h) with 0 genuine follow-up attempts (Source Master §10).,,,,,"Vendor opportunity: no_evidence. 1 human communication(s) reviewed; none referenced the declared vendor opportunity or a valuation. Response: first human contact after 17.7h (2026-08-12T15:08:05Z). Persistence: 1 contact attempt(s), 0 follow-up(s), channels: email, chased over 0.74 day(s) (proactive). Booking: 1 human message(s) actively pushed for a viewing slot or the prospect's availability. Evidence: ""RE: Potential valuation: Rayleigh Road - Buyer from CM12 — Hi Joe. Thank you for your enquiry, are you available to view at 10am Friday morning. Thanks. Jack Ja…"" (email, 2026-08-12T15:08:05Z).",,,,2026-08-15T21:26:34.000Z,2026-08-18T11:13:25.387Z,2026-08-18T22:22:49.323Z,1
itl_msykdvo1_fc2mjk,ag_hist_farsonspropertygroup,prb_hist_0020,closed,2026-08-15T21:27:52.000Z,TRUE,2026-08-11T21:27:48Z,unknown,,,yes,2026-08-12T09:51:00+01:00,11.38555556,1,0,1,0,1,1,email,2026-08-15T10:27:08Z,3.54,TRUE,Booking attempt,proactive,multi-channel,"email,voice",B,Fast human contact (>1h and ≤16h) with 1+ genuine follow-up attempt(s) (Source Master §10).,,,,,"Vendor opportunity: no_evidence. 2 human communication(s) reviewed; none referenced the declared vendor opportunity or a valuation. Response: first human contact after 11.4h (2026-08-12T09:51:00+01:00). Persistence: 2 contact attempt(s), 1 follow-up(s), channels: email,voice, 1 voicemail(s), chased over 3.54 day(s) (proactive). Booking: 1 human message(s) actively pushed for a viewing slot or the prospect's availability. Evidence: ""Hi, this is Debs from Farsons Property Group. You put in a request to view Clive House flat in Shenfield Road. If you'd like to call me back, then I can arrange…"" (voice, 2026-08-12T09:51:00+01:00); ""Flat 3, Clive House, 61 Shenfield Road — Good morning Joe. Thank you for your Rightmove enquiry to view Flat 3, Clive House. I would be delighted to arrange a v…"" (email, 2026-08-15T10:27:08Z).",,,,2026-08-15T21:27:52.000Z,2026-08-18T11:13:25.387Z,2026-08-18T22:22:49.323Z,2
itl_msykdvo1_p8kqk1,ag_hist_mccartneyestateagents,prb_hist_0021,closed,2026-08-15T21:31:20.000Z,FALSE,,unknown,,,no,,,0,0,0,0,0,0,,,,FALSE,,none,none,,H,Observation window closed after 4 days with no meaningful response on any channel (Source Master §10).,,,,,"Vendor opportunity: no_evidence. No human communications observed to assess. Response: no communication of any kind was observed. Persistence: 0 contact attempt(s), 0 follow-up(s) (none).",,,,2026-08-15T21:31:20.000Z,2026-08-18T11:13:25.387Z,2026-08-18T22:22:49.323Z,0
itl_msykdvo1_yvi418,ag_hist_thehomepartnership,prb_hist_0022,closed,2026-08-15T21:32:40.000Z,TRUE,2026-08-11T21:38:46Z,unknown,,,yes,2026-08-12T08:55:00+01:00,10.37222222,3,0,3,0,0,2,voice,2026-08-15T10:53:00+01:00,3.51,TRUE,Booking attempt,proactive,multi-channel,"email,voice",B,Fast human contact (>1h and ≤16h) with 1+ genuine follow-up attempt(s) (Source Master §10).,,,,,"Vendor opportunity: no_evidence. 3 human communication(s) reviewed; none referenced the declared vendor opportunity or a valuation. Response: first human contact after 10.4h (2026-08-12T08:55:00+01:00). Persistence: 3 contact attempt(s), 2 follow-up(s), channels: email,voice, 3 voicemail(s), chased over 3.51 day(s) (proactive). Booking: a viewing/valuation was raised, but no specific time or availability was ever pushed for. Evidence: ""Hi there, it's Bethany calling from Home Estate Agents. Just giving you a quick call in regards to an inquiry you sent in to us for the property we've got put o…"" (voice, 2026-08-12T08:55:00+01:00); ""Hi, it's a message for Joe. It's Michael calling from Home Partnership Estate Agents in Chelmsford. Received your inquiry about the property we have for sale on…"" (voice, 2026-08-13T10:31:00+01:00); ""Hi there, it's Bethany calling from Home Estate Agents. Giving you a quick call. You inquired on a property that we've got for sale..."" (voice, 2026-08-15T10:53:00+01:00).",,,,2026-08-15T21:32:40.000Z,2026-08-18T11:13:25.387Z,2026-08-18T22:22:49.323Z,3
itl_msykdvo2_8xxpoa,ag_hist_charlesdavidcasson,prb_hist_0023,closed,2026-08-15T21:35:17.000Z,TRUE,2026-08-11T21:35:06Z,unknown,,,yes,2026-08-12T09:50:00+01:00,11.24527778,1,0,1,0,1,0,,2026-08-12T08:53:05Z,0.47,TRUE,Booking attempt,proactive,multi-channel,"email,voice",D,Fast human contact (>1h and ≤16h) with 0 genuine follow-up attempts (Source Master §10).,,,,,"Vendor opportunity: no_evidence. 2 human communication(s) reviewed; none referenced the declared vendor opportunity or a valuation. Response: first human contact after 11.2h (2026-08-12T09:50:00+01:00). Persistence: 1 contact attempt(s), 0 follow-up(s), channels: email,voice, 1 voicemail(s), chased over 0.47 day(s) (proactive). Booking: 1 human message(s) actively pushed for a viewing slot or the prospect's availability. Evidence: ""Hi, Joey, it's Paddy calling from Charles David Casson Estate Agents regarding your inquiry on the one bedroom apartment we've got for sale on Lambourne Chase.…"" (voice, 2026-08-12T09:50:00+01:00); ""Apartment on Lambourne Chase, Chelmsford — Hi Joe. Hope this email finds you well. I have tried to call regarding your enquiry on the property on Lambourne Chas…"" (email, 2026-08-12T08:53:05Z).",,,,2026-08-15T21:35:17.000Z,2026-08-18T11:13:25.387Z,2026-08-18T22:22:49.323Z,1
itl_msykdvo2_trv6lc,ag_hist_kilnandlodgeestates,prb_hist_0024,closed,2026-08-15T21:36:02.000Z,FALSE,,unknown,,,yes,2026-08-12T14:13:04Z,16.61722222,0,0,0,0,2,1,email,2026-08-13T09:32:33Z,1.5,FALSE,Proactive,proactive,low,email,E,Slow human contact (>16h) with 1+ genuine follow-up attempt(s) (Source Master §10).,,,,,"Vendor opportunity: no_evidence. 2 human communication(s) reviewed; none referenced the declared vendor opportunity or a valuation. Response: first human contact after 16.6h (2026-08-12T14:13:04Z). Persistence: 2 contact attempt(s), 1 follow-up(s), channels: email, chased over 1.5 day(s) (proactive). Booking: 2 human message(s) actively pushed for a viewing slot or the prospect's availability. Evidence: ""Re: Potential valuation: Powell Road - Buyer from CM12 — Hi Joe. Thanks for the enquiry. When are you free for a viewing? Kind regards."" (email, 2026-08-12T14:13:04Z); ""RE: Potential valuation: Powell Road - Buyer from CM12 — Good morning Joe. Thank you for your Rightmove enquiry for Hamilton Court. What days/times work best fo…"" (email, 2026-08-13T09:32:33Z).",,,,2026-08-15T21:36:02.000Z,2026-08-18T11:13:25.387Z,2026-08-18T22:22:49.323Z,2
itl_msykdvo2_x2pcah,ag_hist_cheffins-newmarket-cmj2,prb_msxsz07w_ci65jk,observing,2026-08-21T22:32:00.456Z,FALSE,,unknown,,,yes,2026-08-18T12:29:07.877Z,13.95206139,1,0,1,0,0,0,,2026-08-18T12:29:07.877Z,0.58,FALSE,Reactive,reactive,none,voice,D,Fast human contact (>1h and ≤16h) with 0 genuine follow-up attempts (Source Master §10).,,,,,"Vendor opportunity: no_evidence. 1 human communication(s) reviewed; none referenced the declared vendor opportunity or a valuation. Response: first human contact after 14h (2026-08-18T12:29:07.877Z). Persistence: 1 contact attempt(s), 0 follow-up(s), channels: voice, 1 voicemail(s), chased over 0.58 day(s) (reactive). Booking: no attempt to book a viewing or valuation was made in any human message. Evidence: ""Hello, it's Jeff stace agents. My name is Chris with Steve. Email this, I'm writing is regarding a property the lots of you on pacific simon woke. If you could…"" (voice, 2026-08-18T12:29:07.877Z).",,,,,2026-08-18T11:13:25.387Z,2026-08-18T22:22:49.323Z,1
itl_msykdvo2_n4y99r,ag_hist_pocock-shaw-m31t,prb_msxt7p9t_wnlcld,observing,2026-08-21T22:33:14.677Z,FALSE,,unknown,,,no,,,0,0,0,0,0,0,,,,FALSE,,none,none,,pending,Observation window still open; no evidence on any channel yet.,,,,,"Vendor opportunity: no_evidence. No human communications observed to assess. Response: no communication of any kind was observed. Persistence: 0 contact attempt(s), 0 follow-up(s) (none).",,,,,2026-08-18T11:13:25.387Z,2026-08-18T22:22:49.323Z,0
itl_msykdvo2_ebbwb1,ag_hist_ensum-brown-ex9i,prb_msxta3fe_56unf9,observing,2026-08-21T22:34:41.149Z,FALSE,,unknown,,,yes,2026-08-18T16:25:30.507Z,17.84704389,1,0,1,0,1,0,,2026-08-18T16:26:51.000Z,0.74,TRUE,Booking attempt,proactive,multi-channel,"voice,email",F,Slow human contact (>16h) with 0 genuine follow-up attempts (Source Master §10).,,,,,"Vendor opportunity: no_evidence. 2 human communication(s) reviewed; none referenced the declared vendor opportunity or a valuation. Response: first human contact after 17.8h (2026-08-18T16:25:30.507Z). Persistence: 1 contact attempt(s), 0 follow-up(s), channels: voice,email, 1 voicemail(s), chased over 0.74 day(s) (proactive). Booking: 1 human message(s) actively pushed for a viewing slot or the prospect's availability. Evidence: ""Hello, this is Vicky calling from in some brown. I'm just reaching out on your inquiry for property in shipping. Can the recent edmonds, it's on the phone field…"" (voice, 2026-08-18T16:25:30.507Z); ""Ensum Brown | Viewing Enquiry — Hello ​​Joe​, Thank you for your enquiry on ​Barn Field, Chevington, IP29​. I’d be happy to arrange a viewing for you. I tried t…"" (email, 2026-08-18T16:26:51.000Z).",,,,,2026-08-18T11:13:25.387Z,2026-08-18T22:22:49.323Z,1
itl_msykdvo2_q60lva,ag_hist_tylers-estate-1rwa,prb_msxtbczc_tjx5q6,observing,2026-08-21T22:35:50.521Z,FALSE,,unknown,,,yes,2026-08-18T08:30:59.311Z,9.919108333,3,0,1,0,1,2,"voice,email",2026-08-18T16:20:01.000Z,0.74,FALSE,Persistent / multi-channel,proactive,multi-channel,"voice,email",B,Fast human contact (>1h and ≤16h) with 1+ genuine follow-up attempt(s) (Source Master §10).,,,,,"Vendor opportunity: no_evidence. 4 human communication(s) reviewed; none referenced the declared vendor opportunity or a valuation. Response: first human contact after 9.9h (2026-08-18T08:30:59.311Z). Persistence: 3 contact attempt(s), 2 follow-up(s), channels: voice,email, 1 voicemail(s), chased over 0.74 day(s) (proactive). Booking: no attempt to book a viewing or valuation was made in any human message. Evidence: ""Good morning is some toddlers estate agents here in New Market. I'm just calling to inquire about a property that you shed interested. If you could give me a ca…"" (voice, 2026-08-18T08:30:59.311Z); ""Toyse Lane Burwell — Good Afternoon, Mr Carter I'm writing in regards to your interest in Toyse Lane, Burwell. I haven't been able to reach you on the phone tod…"" (email, 2026-08-18T16:20:01.000Z).",,,,,2026-08-18T11:13:25.387Z,2026-08-18T22:22:49.323Z,3
itl_msykdvo2_o2fgdi,ag_hist_fisks-ltd-d8u5,prb_msxtehim_kxpw64,observing,2026-08-21T22:38:06.075Z,FALSE,,unknown,,,yes,2026-08-18T08:09:38.236Z,9.525600278,2,0,2,0,0,1,voice,2026-08-18T13:33:00.826Z,0.62,FALSE,Proactive,proactive,low,voice,B,Fast human contact (>1h and ≤16h) with 1+ genuine follow-up attempt(s) (Source Master §10).,,,,,"Vendor opportunity: no_evidence. 2 human communication(s) reviewed; none referenced the declared vendor opportunity or a valuation. Response: first human contact after 9.5h (2026-08-18T08:09:38.236Z). Persistence: 2 contact attempt(s), 1 follow-up(s), channels: voice, 2 voicemail(s), chased over 0.62 day(s) (proactive). Booking: no attempt to book a viewing or valuation was made in any human message. Evidence: ""A hi Joe, it's Ron. Hey, from fisher sites. Agents have received your inquiry. One about flats on the market and been late in limbo. Co please call me back on 1…"" (voice, 2026-08-18T08:09:38.236Z); ""A hi Joe. Its ron henson, fisher sites agents call me back when you can 81268565555. Thank you."" (voice, 2026-08-18T13:33:00.826Z).",,,,,2026-08-18T11:13:25.387Z,2026-08-18T22:22:49.323Z,2
itl_msykdvo2_x14byu,ag_hist_richard-poyntz-d7ni,prb_msxtgzga_radvon,observing,2026-08-21T22:40:02.349Z,FALSE,,unknown,,,yes,2026-08-18T08:52:21.763Z,10.20539278,1,0,1,0,0,0,,2026-08-18T08:52:21.763Z,0.43,FALSE,Reactive,reactive,none,voice,D,Fast human contact (>1h and ≤16h) with 0 genuine follow-up attempts (Source Master §10).,,,,,"Vendor opportunity: no_evidence. 1 human communication(s) reviewed; none referenced the declared vendor opportunity or a valuation. Response: first human contact after 10.2h (2026-08-18T08:52:21.763Z). Persistence: 1 contact attempt(s), 0 follow-up(s), channels: voice, 1 voicemail(s), chased over 0.43 day(s) (reactive). Booking: no attempt to book a viewing or valuation was made in any human message. Evidence: ""And my dad, my sister, just your point here. You can quite about pups cubic built to sally. Mileage in South thing, but happy to have a chat with you about. Exp…"" (voice, 2026-08-18T08:52:21.763Z).",,,,,2026-08-18T11:13:25.387Z,2026-08-18T22:22:49.323Z,1
SCHEMA NOTE,Derived evidence and decisions for one agency/probe observation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
